Seq,input,output,json
14033,"제목: 화이트 인테리어로 미니멀한 집을 / 태그: 거실인테리어,화이트인테리어,월플러스,템바보드,벽등,하부장,장판,실크벽지,미니멀인테리어,멀티룸인테리어,휴식공간인테리어,화이트인테리어,아이방인테리어,화이트인테리어,붙박이장,안방인테리어,화이트인테리어,붙박이장,욕실인테리어,한샘바스,휴판넬,휴플로어,욕실인테리어,휴판넬,휴플로어,은경슬라이딩장,현관인테리어,화이트인테리어,장식장,현관장,화이트인테리어,사각싱크볼,연동형후드,연동형인덕션,빌트인냉장고,비스포크냉장고,주방인테리어 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011 / 스타일: sty_0002 / 예산: cos_0007",[안방 시공 제품명] - 붙박이장: 무드화이트 안방은 부족한 수납을 해결하기 위해 붙박이장을 설계했습니다. 붙박이장은 부엌장과 컬러를 맞춰 톤이 일치될 수 있게끔 했습니다. [입구방 시공 제품명] - 붙박이장: 무드화이트 입구방은 곧 초등학교에 가는 아이의 옷과 물품을 수납할 수 있는 붙박이장을 설계했습니다. 붙박이장은 부엌장과 컬러를 맞춰 톤이 일치될 수 있게끔 했습니다. 주방옆방은 가족구성원이 편하게 쉬면서 취미생활을 즐길 수 있는 멀티룸을 설계해드렸습니다.,"{""keywords"": [""안방"", ""붙박이장"", ""입구방"", ""수납"", ""주방옆방"", ""멀티룸""], ""style"": [""모던"", ""미니멀리스트""], ""colors"": [""무드화이트""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""안방"", ""입구방"", ""주방옆방"", ""멀티룸""], ""furniture"": [""붙박이장"", ""소파"", ""테이블""], ""mood"": [""편안함"", ""실용적""], ""composition"": ""다양한 공간이 조화를 이루는 구성"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
25367,"제목: [입주예정] 수원센트럴아이파크자이 58, 신혼 or 1인 가구 미니멀 트렌드 인테리어 / 태그: 시스템장,스케치붙박이장,에어드레서장,바흐드레스룸,아일랜드서랍장,올인원거실,한샘부티크침대,스틸협탁,화장대,패브릭스툴,원형테이블,한샘1인용소파,사이드테이블 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_9999 / 스타일: sty_0004 / 예산: cos_0003","하단 베이스로 구성된 침대 프레임은 높이도 낮지만 삐걱거림도 없어 내구성 좋은 '한샘 부티크 침대'입니다. 무드등으로 따뜻하고 아늑한 공간도 연출하실 수 있습니다 :) 식탁을 두기엔 주방 동선이 좁고, 화장실 옆으로만 공간이 있어 애매하죠! 카페 테이블 디자인으로 발코니에 두어 가볍게 그리고 분위기 있게 브런치를 즐겨 보세요 :) 1인 안락체어와 사이드테이블은 카페에 온듯한 분위기를 줍니다! TV를 보다가 연예인 집에 보이는 그 시스템장? 한샘 바흐 드레스룸 입니다 :) 내구성이 뛰어나 옷이 많으신 분들도 꽉 채워 걸어둘 수 있고, 이사하거나 위치를 바꾸게 되어 연장 혹은 분리도 가능합니다!","{""keywords"": [""침대"", ""무드등"", ""카페 테이블"", ""안락체어"", ""사이드테이블"", ""시스템장"", ""드레스룸""], ""style"": [""모던"", ""미니멀리즘"", ""아늑한""], ""colors"": [""따뜻한 색조"", ""중립색""], ""lighting"": [""따뜻한 조명"", ""무드등""], ""space"": [""침실"", ""발코니"", ""주방""], ""furniture"": [""침대 프레임"", ""카페 테이블"", ""안락체어"", ""사이드테이블"", ""시스템장"", ""드레스룸""], ""mood"": [""아늑한"", ""편안한"", ""캐주얼""], ""composition"": ""침대와 카페 테이블이 있는 아늑한 공간"", ""camera_angle"": ""45도"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 조명""]}"
10088,"제목: 아이가 사는 따뜻한 집 / 태그: 드레스룸만들기,오픈형드레스룸,코너형드레스룸,바흐드레스룸,수납력극대화,따뜻한느낌,하이글로시현관장,따뜻한주방,따뜻한분위기,수납좋은주방,바흐701인칸토,4인식탁,모던4인식탁,오염에강한식탁,바흐703,시어터리클라이너소파,발코니놀이방,발코니놀이터,발코니확장리모델링,발코니확장,발코니놀이터,샌드베이지아트월,거실AV장,밀란303,밀란303카린,아늑한거실,아늑한거실,베이지거실,아이와함께하는,아이와함께침실,패밀리침실,스테디2,외풍차단,따뜻한첫인상,유로502,데스크화장대,똑똑한화장대,공간활용화장대,유로아트골드,유로아트골드,목욕하고싶어지는,아이가좋아하는,세련된욕실,유로아티골드,아티골드그린,그린욕실,다크그린욕실,다크그린세면대,작은소파테이블,아이가안전한,즐거운식사,여유로운주방,패밀리침실,스테디2,패밀리침대,아기를위한침대,분리가능침대,포세린상판,오염에강한,기스에강한,ㄴ,플랩형데스크화장대,유로502화장대,데스크화장대,멀티화장대,HG장,하이글로시,하이글로시장 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0007","방 두 개와 욕실 한 개로 이루어진 경기도 수원시에 위치한 25평형 아파트입니다. 앞뒤로 발코니가 있는 구조이고 주방은 큰 식탁을 놓을 수 있을 만큼 공간이 여유로운 편입니다. 우드, 베이지, 아이보리, 샌드 컬러를 조화롭게 이용하여 아늑하고 편안한 거실을 만들었어요. 좁은 거실은 발코니 확장으로 더 넓게 사용할 수 있도록 했는데요. 폴딩도어로 냉난방의 효율성까지 높였습니다. 확장된 발코니 공간에는 아이의 놀이 공간을 만들어 주었습니다. 거실 벽면은 베이지와 샌드가 섞인 아트월을 시공했는데요. 덕분에 한결 더 편안하고 아늑해 보이죠. 세 식구의 즐거운 식사를 책임질 화이트&베이지 톤의 주방입니다. 식탁을 둘 수 있는 공간이 넓어서 4인용 식탁을 놓고도 여유로운 편이에요. 식탁은 스크래치나 오염에 강한 포세린 상판으로 된 식탁을 추천해 드렸는데요. 아이가 있는 집이다 보니 혹시라도 아이가 낙서를 하거나 음식을 흘려도 쉽게 닦아 낼 수 있답니다. 아이가 아직 어려서 분리수면이 어렵기 때문에 부부와 함께 사용할 수 있는 패밀리 침실을 제안 드렸는데요. 아이가 벽에 부딪히거나 떨어져서 다칠 염려가 없는 스테디2 패밀리 침대를 추천해 드렸어요. 아이가 분리수면을 하게 되고 아이방을 따로 만들어 주게 되면 침대를 분리해서 설치할 수 있기 때문에 효율적이랍니다. 욕실은 다크 그린 컬러의 하부장이 있는 세면대와 우드 포인트가 돋보이는 거울&상부장을 시공했는데요. 벽면을 다크 그레이 컬러의 판넬로 시공하여 세련미를 더했습니다.","{""keywords"": [""아파트"", ""거실"", ""주방"", ""침실"", ""욕실"", ""발코니"", ""놀이 공간""], ""style"": [""모던"", ""아늑한"", ""편안한""], ""colors"": [""우드"", ""베이지"", ""아이보리"", ""샌드"", ""화이트"", ""다크 그린"", ""다크 그레이""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""25평형"", ""좁은 거실"", ""확장된 발코니"", ""여유로운 주방""], ""furniture"": [""4인용 식탁"", ""스테디2 패밀리 침대"", ""세면대"", ""거울"", ""상부장""], ""mood"": [""편안함"", ""아늑함"", ""가족 중심""], ""composition"": ""거실과 주방이 연결된 구조, 발코니가 있는 공간"", ""camera_angle"": ""전경"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""어두운 색상"", ""혼잡한 공간""]}"
8970,"제목: 동작구 보라매우성아파트 30평대 모던 내추럴 스타일 / 태그: 거실리모델링,거실리모델링,화이트톤리모델링,욕실리모델링,심플욕실,주방리모델링,주방리모델링,심플주방,현관리모델링,중문리모델링 / 공간: spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0006",ㄱ자+아일랜드 형태의 주방. 깔끔한 화이트톤으로 미니멀해 보이지만 각종 주방기기들로 꽉차있는 고급스럽고 알뜰한 주방입니다. 현관과 맞닿는 벽에는 유리를 설치해 개방감을 주었습니다. 심플하고 모던한 느낌의 비대칭 여닫이 중문. 투명한 유리를 적용해 중문이 있는듯 없는듯 실용적이면서도 넓어보이는 공간을 연출했습니다. 유지관리가 편한 한샘바스 욕조 쪽 벽 간접조명을 시공해 포인트를 살렸습니다.,"{""keywords"": [""주방"", ""미니멀"", ""고급스러움"", ""개방감"", ""비대칭 중문""], ""style"": [""모던"", ""심플""], ""colors"": [""화이트"", ""투명""], ""lighting"": [""간접조명""], ""space"": [""ㄱ자 형태"", ""아일랜드""], ""furniture"": [""주방기기"", ""한샘바스 욕조""], ""mood"": [""깔끔"", ""실용적""], ""composition"": ""비대칭 중문과 주방이 조화를 이루는 구성"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
26518,"제목: 클래식 스타일의 사랑스러운 34평 우리집 완성 / 태그: 무이,저상형침대,샘키즈,교구장,수납장,발코니확장,베란다확장,바흐드레스룸,시스템행거,클래식인테리어,프렌치인테리어,미가루버,아치형게이트,클래식인테리어,프렌치인테리어,패브릭소파,모듈형소파,av장,tv장,프리모화이트,로즈골드,클래식,샤워부스,욕실인테리어,욕실수납,홈카페,홈카페수납장,냉장고장,기기수납장,부엌수납장,라운드아일랜드,ㄷ자주방,주방수납 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999 / 스타일: sty_0005 / 예산: cos_0008",주방은 레트로 무드 를 가미한 미드센추리 모던 스타일 의 홈카페 로 구성해보았습니다! 깔끔한 화이트에 빈티지 월넛 컬러가 어우러진 따뜻한 느낌의 키친입니다. 넉넉한 조리 공간 확보를 위해 ㄷ자 로 구성해보았습니다. 홈카페 스타일의 주방 공간을 원하셔서 따로 식탁을 두기보다는 큰 사이즈의 라운드 아일랜드 식탁 으로 구성했습니다.,"{""keywords"": [""주방"", ""홈카페"", ""레트로"", ""미드센추리 모던""], ""style"": [""미드센추리 모던"", ""레트로""], ""colors"": [""화이트"", ""빈티지 월넛""], ""lighting"": [""따뜻한 조명""], ""space"": [""ㄷ자 조리 공간"", ""라운드 아일랜드 식탁""], ""furniture"": [""아일랜드 식탁""], ""mood"": [""따뜻한"", ""편안한""], ""composition"": ""주방 공간 중심에 라운드 아일랜드 식탁 배치"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
12485,"제목: 우리집 막내 ! 반려동물과 함께하는 공간의 재미 / 태그: 모듈장,아일랜드후드,반려동물,거실확장,반려동물,거실확장,가벽,모듈장,반려동물,고양이,찾기,실링팬,루바,조명,간접등,조명등,티테이블,인덕션,냉장고,팬트리,터닝도어,티테이블,넓음,밝음 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_9999 / 스타일: sty_0002 / 예산: cos_0009","거실 많이들 원하시는 우물형 천장보다 깔끔함과 넓은 공간을 추구하기위해, 천장 평탄화와 매립등을 통해 넓은 공간감을 더했습니다. 확장한 주방과 발코니를 분리해야겠죠~? 한샘의 유로700 터닝도어를 통해 단열과 고급스러움 까지 잡았습니다. 마지막으로 실링팬으로 시원한 공간감까지 만들었습니다. 이제 흥미가 조금 생기시나요 ? 함께 둘러보시죠 !","{""keywords"": [""거실"", ""우물형 천장"", ""매립등"", ""주방"", ""발코니"", ""터닝도어"", ""단열"", ""실링팬""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""화이트"", ""그레이"", ""우드톤""], ""lighting"": [""매립등"", ""자연광""], ""space"": [""넓은 공간"", ""개방감""], ""furniture"": [""소파"", ""커피 테이블"", ""식탁""], ""mood"": [""편안함"", ""고급스러움""], ""composition"": ""거실과 주방이 연결된 개방형 구조"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 조명""]}"
23959,"제목: 울주군 굴화주공 24평_작은 평수에 수납가득 넓은 주방과 세탁방 만들기 / 태그: 거실,거실인테리어,거실리모데링,거실확장,거실아치게이트,다이닝룸,다이닝공간,거실다이닝,거실,거실인테리어,거실홈바,거실홈카페,거실다이닝공간,거실다이닝룸,다이닝룸,세탁방,세탁실,드레스룸,건조기,트윈건조기,주방,주방구조,주방인테리어,20평대주방,ㄱ자주방,현관,현관인테리어,현관중문,3연동중문,현관장,신발장,현관가벽,현관리모델링 / 공간: spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0004 / 예산: cos_0006","생각하는' 인테리어 회사「디자인혜윰」이 준비한 오늘좁고 불편한 구조였던 20평대 아파트를 확장과 설비작업을 통해 편하고 활용도가 높은 디자인으로 설계해보았습니다 거실만큼 좁은 주방은 기존에 아일랜드가 있던 짧은 ㄷ자였지만, 조리공간 확보도 애매하고 통행에도 불편이 있었습니다 그래서 뒷베란다로 나가던 통로는 막고, 그 공간에 키큰장과 냉장고를 넣어 수납과 냉장고 공간을 확보하고 주방 옆방에 슬라이딩 도어를 만들어 출입을 편하게 하고 그곳에 세탁실 겸 옷방을 만들고 터닝도어를 달아서 뒷베란다로 가는 통로를 해당 방에 만들었습니다 욕실은 따뜻한 색감의 한샘바스로 시공하여 컨셉을 맞췄습니다 고객님이 원하시는 욕조타입 그대로 시공하였고 세면대 젠다이를 추가하여 욕실 상부장에 머리가 부딫히지 않도록 세심하게 설계하였습니다","{""keywords"": [""아파트"", ""주방"", ""욕실"", ""슬라이딩 도어"", ""수납 공간""], ""style"": [""모던"", ""실용적""], ""colors"": [""따뜻한 색감"", ""중립색""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""20평대"", ""좁은 구조"", ""확장된 공간""], ""furniture"": [""아일랜드"", ""키큰장"", ""냉장고"", ""세면대"", ""욕조""], ""mood"": [""편안함"", ""실용성""], ""composition"": ""주방과 욕실이 조화를 이루는 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 색감""]}"
18386,"제목: 경기도 평택시 심플하면서도 포인트를 주어 고급스러움을 더한 아파트인테리어 / 태그: 거실,거실인테리어,거실포인트,거실인테리어,드레스룸,드레스룸인테리어,붙박이장,방베란다,부엌인테리어,부엌디자인,주방,안방,안방TV장,안방인테리어,안방드레스룸,안방드레스룸,시스템장,안방드레스룸,안방펜트리,드레스룸,조명디자인,조명,수납공간,안방시스템장,시스템장,안방욕실,욕실인테리어,한샘바스,화장실,자녀방인테리어,성인자녀,주방,부엌디자인,폴딩도어 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_0001 / 예산: cos_0008","집안의 중심, 부엌 인테리어 를 보여드립니다. 이미 화사한 집이기에 조금은 부드러운 베이지색상 의 장과 조명으로 따듯한 분위기 한스푼 더했습니다. 오로지 휴식에 집중되어 나만의 시간을 갖을 수 있는 자녀방 입니다. 세상에 나가 열정적인 삶 속에 휴식이 필요하신 자녀가 있다면 가장 추천드립니다! 나만의 공간, 나만의 휴식을 즐길 수 있는 방을 설계하였습니다. 내 몸과 마음을 정리할 수 있는 공용욕실입니다. 따듯한 색감의 화장실이다보니 여기서 반신욕하면 1시간은 순식간에 지나갈거같네요. 휴식을 갖는 안방 을 설계하였습니다. 오늘도 고생한 나 자신만의 시간을 보내며 TV와 시간을 보내길바라신다면 ? 안방 TV장을 꼭 추천드려요. TV장을 붙박이와 연결 하여 더 깔끔한 디자인을 연출했습니다. :) 또 옆에있는 공간을 그대로 두는게 아니라, 오픈형 수납! 시스템 장 을 넣고 조명도 분위기 있는 조명 을 넣어 고급스러움을 한껏 표현해보았습니다. 부엌베란다 는 세탁기와 딱맞는 장 을 두어서 이제는 세제도 바닥에 널부러져있는게 아니라 깔끔하게 넣어서 보관하실 수 있게 디자인하였습니다.","{""keywords"": [""부엌"", ""자녀방"", ""공용욕실"", ""안방"", ""TV장"", ""부엌베란다""], ""style"": [""모던"", ""편안한""], ""colors"": [""베이지"", ""따뜻한 색감""], ""lighting"": [""부드러운 조명"", ""분위기 있는 조명""], ""space"": [""부엌"", ""자녀방"", ""공용욕실"", ""안방"", ""부엌베란다""], ""furniture"": [""TV장"", ""시스템 장"", ""장""], ""mood"": [""편안함"", ""휴식""], ""composition"": ""다양한 공간이 조화롭게 배치된 인테리어"", ""camera_angle"": ""전면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
11424,"제목: 20평대에 넉넉한 자녀방까지? 심플한 화이트X베이지 20평대 아파트 / 태그: 아이방인테리어,아이방붙박이장,아이방수납,아이방인테리어,아이방수납,아이방붙박이장,한샘무드베이지,한샘키친판넬,한샘부엌,한샘바스,건식바스,욕실인테리어,한샘붙박이장,슬라이딩붙박이장,빌트인화장대,한샘수퍼65T강마루,거실인테리어,다운라이트,간접라인조명,한샘욕실,타일욕실,욕실인테리어,현관인테리어,행잉형신발장,하부현관장 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0006","부엌은 무드 베이지 제품을 설계해 합리적인 금액으로 모던하고 트렌디한 부엌을 디자인하였습니다. 냉장고를 창 쪽으로 연속 배치한 후, 반대편 벽을 모두 하부장으로 채워 많은 고객님께서 희망하시는 11자형 부엌의 느낌을 주었습니다. 입구방은 따님이 사용하실 공간으로, 수납과 화장대, 침대와 책상까지 들어가야 하기 때문에 공간을 활용적으로 사용하는 것이 중요했습니다. 한샘 슬림 파우더장을 활용해 붙박이장 옆면에 설계하여 넉넉한 수납력과 가벼운 화장이 가능한 공간을 함께 디자인하였습니다. 외출할 때 가볍게 옷 매무새를 살필 수 있고, 가벼운 악세사리 등 소지품을 보관할 수도 있는 만능 장입니다.","{""keywords"": [""부엌"", ""모던"", ""트렌디"", ""수납"", ""화장대"", ""침대"", ""책상""], ""style"": [""모던"", ""트렌디""], ""colors"": [""베이지""], ""lighting"": [""자연광""], ""space"": [""부엌"", ""입구방""], ""furniture"": [""냉장고"", ""하부장"", ""슬림 파우더장"", ""붙박이장"", ""침대"", ""책상""], ""mood"": [""편안함"", ""실용성""], ""composition"": ""11자형 부엌과 활용적인 입구방"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
21053,"제목: 도심이지만 제주도에 살고있는 느낌을 얻을 수 있는 33평 인테리어_별내 우미린스타포레 / 태그: 미가루버,템바보드,안방침대,부엌,주방,거실,우물천장,간접조명,라인조명,아일랜드,키친바흐,붙박이장,무드베이지,장판,휴장판,확장,자녀방,비스포크냉장고,비스포크,오븐,밀레오븐,삼성냉장고,후드,침니후드,시스템장,조적욕조,타일욕실,거실욕실,펜트리장,유로펜트리,세탁실,발코니,행잉형현관장,현관장,중문,슬라이딩중문 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0002,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0001 / 예산: cos_0009","[거실] 인테리어의 꽃인 거실입니다~ 4인 가족구성원이 화목하게 시간을 보낼 수 있도록 디자인 하기 위해 설계에 힘쓴 공간입니다^^ 성인자녀와 부모님인 고객님께서 바쁜일을 끝내고 그날 저녁 또는 주말에 집에서도 다양하게 시간을 보낼 수 있는 공간을 거실 확장 존에 단을 올려 카페느낌으로 커피와 빵을 먹을 수 있는 공간을 마련하였습니다. 이러한 분위기를 더해주는 포인트는 또 옆부분에 있는 매립형 아치선반입니다. 목공으로 만들어 우드톤의 필름을 더해서 제주도 이쁜 숙소 또는 카페에 온거같은 분위기를 느끼게 해줍니다. [창고장이 감각적인 오픈형 수납장으로 변신] 거실과 주방 사이 통로벽에 있는 창고장입니다. 원래는 창고장처럼 문이 달려 막혀있었는데 아치형으로 오픈시키고 그 안에 시스템장으로 구성했습니다. 창고장처럼 선반 두개만 있다면 정리가 어렵고 지저분한 공간이었을텐데요, 오픈을 시키고 시스템장으로 선반을 여러개 있게 구성했기 때문에 이미지처럼 보기좋게 정리하실 수 있을 거 같습니다. 이처럼 주방에 둘 수 없는 식자재들을 보관할 수 있고 주방 바로 옆에 있기 때문에 손쉽게 꺼낼 수 있는 구성이여서 좋은거같습니다^^ [주방 옆 세탁실] 세탁실에는 세탁용품을 잘 정리해서 보관할 수 있는 유로펜트리를 시공했습니다. [안방] 안방 침대헤드 벽은 목공으로 템바보드를 만들어서 포인트벽으로 이용할 수 있게했습니다. 그 옆에 드레스룸으로 들어가는 입구는 아치형 통로로 만들었습니다. [드레스룸] 안방 옆 아치형 통로를 들어가면 시스템장으로 구성된 드레스룸이 있습니다. 폭이 좁은 공간이여서 최대한 답답하지않게 ㄷ자로 구성했습니다. 긴옷과 짧은옷을 다양하게 보관할 수 있는 매력적인 드레스룸이 나왔습니다. 드레스룸과 안방욕실 사이 콘솔 공간은 빌트인 낮은화장대를 배치했습니다.","{""keywords"": [""거실"", ""주방"", ""드레스룸"", ""세탁실"", ""오픈형 수납장"", ""아치형 통로""], ""style"": [""모던"", ""내추럴"", ""우드톤""], ""colors"": [""베이지"", ""화이트"", ""우드""], ""lighting"": [""자연광"", ""따뜻한 조명""], ""space"": [""거실"", ""주방"", ""드레스룸"", ""세탁실""], ""furniture"": [""소파"", ""커피 테이블"", ""시스템장"", ""침대"", ""화장대""], ""mood"": [""아늑한"", ""편안한"", ""화목한""], ""composition"": ""거실과 주방이 연결된 공간, 아치형 통로가 있는 드레스룸"", ""camera_angle"": ""wide"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""어두운 색상"", ""혼잡한 공간""]}"
19474,"제목: 복현동 복현푸르지오 32평, 모던 화이트 인테리어 / 태그: 거실,화이트,모던,간접조명 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007 / 스타일: sty_0002 / 예산: cos_0007","현장정보 - 면적 : 107m2(32평) - 공사범위 : 거실확장, 샷시교체 - 공사기간 : 4주 리모델링 포인트 ① 거실확장으로 공간 확보 ② 아치형 부엌 입구 시공 ③ 거실 및 안방 간접 조명 시공으로 세련된 분위기 조성 주요 자재 - (주방) 유로 200 루체 화이트 - (수납) 유로 100 매트화이트 - (바닥재) 강마루 7.5 리얼크림오크 - (벽지, 천장재) 37038-1(선라이즈), 37027-1(하늘지) 서재 - 재택 근무 활동이 많아진 현대인을 위한 사무공간 주방 - 화이트 색상의 주방 구성으로 깔끔하고 세련된 분위기 조성 드레스룸 - 슬라이딩 수납장 및 바흐 드레스(행거 시스템) 설치로 넉넉한 수납 공간 확보 공용욕실 - 깨끗한 색감의 포인트 판넬로 밝은 분위기 조성","{""keywords"": [""거실"", ""주방"", ""드레스룸"", ""공용욕실"", ""리모델링"", ""간접 조명"", ""슬라이딩 수납장""], ""style"": [""모던"", ""세련된"", ""미니멀리즘""], ""colors"": [""화이트"", ""매트화이트"", ""리얼크림오크"", ""선라이즈"", ""하늘지""], ""lighting"": [""간접 조명"", ""자연광""], ""space"": [""107m2"", ""거실확장"", ""아치형 부엌"", ""사무공간""], ""furniture"": [""슬라이딩 수납장"", ""행거 시스템""], ""mood"": [""밝고 깨끗한"", ""편안한"", ""세련된""], ""composition"": ""거실과 주방이 연결된 공간, 간접 조명이 강조된 인테리어"", ""camera_angle"": ""wide-angle"", ""camera_params"": {""fov"": ""90"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": [""어두운 색상"", ""혼잡한 공간"", ""구식 가구""]}"
26452,"제목: [입주예정] 양정포레힐즈스위첸 116B, 업무와 공부 능률이 올라가는 감각적인 인테리어! / 태그: 거실인테리어,빌트인플러스,패브릭소파,포네플러스,중앙장식장,밀란디오소파테이블,라운드스윙중문,서재,드레스룸,스타일러장,에어드레서,부부공간,유로503디아고,아일랜드장,냉장고장,다이닝테이블,펜던트조명,플랫화이트,자녀방,책상,조이S2,카모매트리스SS,회전형의자,한샘포에트,노출서랍장,다운라이트,핀라이트,한샘플렉스z,유로506스케치엣지,붙박이장,컴퓨터책상 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_9999 / 스타일: sty_0004 / 예산: cos_0003","116B 타입은 다른 타입보다 거실이 길어요. 거실 빈벽을 BOOK CAFE 책장 느낌으로 활용했습니다. 한샘 빌트인 을 통해 다양한 책장을 설계할 수 있습니다. 패브릭 소파를 카우치형태로 뒀습니다. 포근한 소파에 편하게 누워 책을 읽을 수 있어요. 머물고 싶은 거실에서 가족들과 오순도순 대화를 할 수도 있구요. 대화가 넘치는 우리 집 어떠세요~? 깔끔한 주방입니다. 우리 아파트 특장점은 짙은 그레이톤과 화이트 주방입니다. 깔끔한 색상이지만, 사다리꼴 다릿발이 포인트를 주어서 밋밋하지 않고 트렌디한 느낌을 주는 주방 입니다. 깔끔한 의자를 매치해도 좋지만, 알록달록한 의자로 추가 포인트를 넣어도 좋습니다. 오로지 쉼의 공간으로 꾸민 침실입니다. 한샘에 1등 공신 붙박이장과 호텔침대 조합 입니다. 노출서랍장으로 알찬 수납공간을 확보하고, 화이트 호텔침대 넓어보이는 안방을 만들었습니다. 어느 5성급 호텔도 부럽지 않죠~? 너무 예쁘지 않나요~? 한샘의 자랑 ""호텔 매트리스""도 있으니 꼭 체험하러 오세요~ ""엄마~~ 우리 새집으로 이사 언제가~!?"" 누구보다 새로운 집에, 새로운 방을 기다렸을 자녀분에게 주는 선물입니다. 조이S2 단독책상은 원하는 대로 책상 배치를 할 수 있어요. 만들기 할 때, 엄마아빠랑 공부할 때, 동생이랑 같이 할 때 등 다양한 배치가 됩니다. "" 어머! 아이가 책상에 스스로 앉아서 공부를 하더라구요~"" 이건 바로 우리 집 이야기 입니다~!^^ 수납은 늘 고민이시죠?  재택근무로 간단한 서재도 필요하시죠? 작은방을 붙박이장 + 책상 및 작은 책장으로 꾸몄습니다. 안방 외에 추가 수납으로 깔끔하게 수납하세요. 방문 맞은편 긴 벽에 붙박이장을 배치함으로써 깨끗하게 정리됩니다. 방문을 열었을 때 책상이 보여 훨씬 개방감 이 있습니다. 서재와 수납공간으로 작은방을 멀티기능으로 활용하는 건 어떨까요?","{""keywords"": [""거실"", ""주방"", ""침실"", ""서재"", ""수납"", ""책상"", ""책장"", ""소파"", ""호텔침대""], ""style"": [""모던"", ""트렌디"", ""깔끔""], ""colors"": [""짙은 그레이"", ""화이트"", ""알록달록""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""거실"", ""주방"", ""침실"", ""작은방""], ""furniture"": [""패브릭 소파"", ""책장"", ""붙박이장"", ""호텔침대"", ""책상"", ""의자""], ""mood"": [""편안함"", ""아늑함"", ""대화가 넘치는""], ""composition"": ""거실, 주방, 침실, 서재가 조화롭게 배치된 공간"", ""camera_angle"": ""wide-angle"", ""camera_params"": {""fov"": ""90"", ""aperture"": ""2.8"", ""iso"": ""400"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한"", ""어지러운"", ""어두운""]}"
